customer_id,member_tier,transaction_date,partner_name,category,transaction_amount,base_points_issued,bonus_points_issued,total_cost_to_partner
EDR_100631,Gold,2023-06-06,Partner Y,Fuel,94.3,94,200,1.764
EDR_100498,Gold,2024-05-06,Partner Y,Fuel,94.73,94,0,0.564
EDR_101768,Base,2023-07-21,Partner X,Home,199.91,199,0,1.194
EDR_101806,Silver,2024-03-18,Partner X,Electronics,122.63,122,0,0.732
EDR_100541,Silver,2023-09-19,Partner X,Home,117.43,117,0,0.702
EDR_100533,Silver,2023-07-22,Partner Y,Fuel,86.45,86,0,0.516
EDR_100184,Base,2024-03-30,Partner Y,Fuel,69.83,69,0,0.414
EDR_100556,Base,2024-05-17,Partner Y,Fuel,90.28,90,0,0.54
EDR_101983,Base,2024-05-15,Partner X,Electronics,115.98,115,0,0.69
EDR_100205,Base,2024-03-30,Partner Y,Fuel,70.72,70,0,0.42
EDR_100950,Silver,2024-03-13,Partner Y,Fuel,48.68,48,0,0.288
EDR_101502,Base,2024-02-14,Partner X,Electronics,36.17,36,0,0.216
EDR_100897,Gold,2023-06-17,Partner Y,Fuel,75.26,75,0,0.45
EDR_101505,Base,2023-10-18,Partner X,Electronics,183.12,183,0,1.098
EDR_101955,Gold,2024-01-18,Partner Y,Fuel,120.89,120,0,0.72
EDR_101853,Gold,2023-07-03,Partner X,Home,5.0,5,0,0.03
EDR_101378,Base,2023-06-02,Partner X,Electronics,204.2,204,0,1.224
EDR_101288,Base,2024-05-29,Partner X,Home,161.87,161,0,0.966
EDR_100400,Base,2023-12-17,Partner Y,Fuel,98.54,98,0,0.588
EDR_100803,Silver,2024-04-29,Partner Y,Fuel,121.04,121,0,0.726
EDR_101493,Base,2023-08-22,Partner Y,Fuel,82.69,82,200,1.692
EDR_100053,Gold,2023-12-07,Partner Y,Fuel,54.57,54,0,0.324
EDR_101082,Base,2023-07-03,Partner X,Apparel,97.77,97,388,2.91
EDR_100299,Base,2023-09-05,Partner X,Electronics,35.67,35,0,0.21
EDR_101753,Base,2023-11-14,Partner Y,Fuel,80.86,80,0,0.48
EDR_101341,Base,2023-06-30,Partner Y,Fuel,57.96,57,0,0.342
EDR_100061,Base,2023-06-27,Partner Y,Fuel,139.7,139,200,2.034
EDR_100060,Base,2024-04-27,Partner X,Home,151.92,151,0,0.906
EDR_100155,Base,2023-07-08,Partner X,Home,173.9,173,692,5.19
EDR_101609,Silver,2024-01-17,Partner X,Apparel,42.82,42,168,1.26
EDR_100387,Base,2023-11-05,Partner Y,Fuel,67.58,67,0,0.402
EDR_101892,Gold,2023-07-14,Partner Y,Fuel,99.55,99,0,0.594
EDR_101563,Base,2023-10-03,Partner Y,Fuel,93.74,93,0,0.558
EDR_100689,Base,2024-04-10,Partner Y,Fuel,45.88,45,0,0.27
EDR_100055,Gold,2024-04-08,Partner Y,Fuel,76.76,76,200,1.656
EDR_100103,Silver,2024-01-08,Partner X,Home,163.91,163,0,0.978
EDR_101287,Base,2023-10-09,Partner X,Apparel,77.56,77,0,0.462
EDR_101299,Silver,2024-04-08,Partner Y,Fuel,88.13,88,0,0.528
EDR_100798,Silver,2024-05-11,Partner X,Apparel,59.0,59,0,0.354
EDR_101722,Base,2023-08-04,Partner X,Electronics,105.36,105,0,0.63
EDR_101949,Base,2024-03-19,Partner X,Apparel,157.32,157,0,0.942
EDR_101951,Base,2024-04-25,Partner X,Electronics,199.74,199,0,1.194
EDR_101465,Base,2024-03-24,Partner X,Electronics,178.01,178,0,1.068
EDR_100536,Gold,2024-05-27,Partner Y,Fuel,93.26,93,200,1.758
EDR_100382,Silver,2023-10-03,Partner X,Electronics,69.66,69,0,0.414
EDR_101071,Base,2024-05-31,Partner X,Electronics,144.52,144,576,4.32
EDR_101645,Silver,2024-02-29,Partner Y,Fuel,94.19,94,0,0.564
EDR_101586,Silver,2023-06-16,Partner X,Home,5.0,5,0,0.03
EDR_101136,Gold,2023-12-16,Partner Y,Fuel,102.3,102,0,0.612
EDR_101930,Silver,2024-03-07,Partner X,Home,215.84,215,0,1.29
EDR_100693,Base,2023-11-24,Partner Y,Fuel,72.02,72,0,0.432
EDR_100856,Base,2023-11-21,Partner X,Home,129.21,129,0,0.774
EDR_101874,Silver,2024-03-14,Partner X,Electronics,47.64,47,0,0.282
EDR_101749,Base,2023-07-25,Partner Y,Fuel,94.34,94,0,0.564
EDR_100092,Silver,2024-02-17,Partner Y,Fuel,98.08,98,0,0.588
EDR_100779,Silver,2023-12-26,Partner Y,Fuel,118.27,118,200,1.908
EDR_101245,Silver,2024-03-22,Partner Y,Fuel,60.49,60,0,0.36
EDR_100972,Silver,2024-05-28,Partner Y,Fuel,161.55,161,0,0.966
EDR_100741,Base,2023-06-08,Partner Y,Fuel,88.78,88,0,0.528
EDR_101959,Silver,2023-09-10,Partner X,Home,165.92,165,0,0.99
EDR_101052,Gold,2023-09-24,Partner Y,Fuel,89.11,89,0,0.534
EDR_100438,Silver,2024-05-28,Partner Y,Fuel,82.34,82,0,0.492
EDR_101770,Base,2024-04-30,Partner X,Apparel,192.77,192,768,5.76
EDR_101096,Base,2024-04-09,Partner X,Electronics,89.79,89,0,0.534
EDR_101257,Base,2023-08-01,Partner X,Electronics,217.53,217,868,6.51
EDR_100884,Silver,2023-06-04,Partner Y,Fuel,120.19,120,0,0.72
EDR_100379,Base,2024-02-20,Partner X,Apparel,107.65,107,0,0.642
EDR_100363,Silver,2023-07-20,Partner Y,Fuel,66.34,66,0,0.396
EDR_100275,Silver,2023-10-08,Partner Y,Fuel,72.72,72,0,0.432
EDR_100484,Silver,2024-02-16,Partner Y,Fuel,77.88,77,200,1.662
EDR_101661,Silver,2023-10-23,Partner X,Electronics,83.24,83,0,0.498
EDR_100861,Base,2023-08-16,Partner Y,Fuel,111.3,111,0,0.666
EDR_100038,Silver,2023-12-26,Partner Y,Fuel,119.23,119,0,0.714
EDR_100100,Base,2024-02-11,Partner Y,Fuel,56.54,56,200,1.536
EDR_101246,Base,2023-07-21,Partner Y,Fuel,107.03,107,0,0.642
EDR_101494,Silver,2024-04-08,Partner Y,Fuel,75.49,75,0,0.45
EDR_101398,Silver,2024-04-09,Partner X,Home,98.42,98,0,0.588
EDR_101447,Gold,2023-07-27,Partner Y,Fuel,92.53,92,0,0.552
EDR_101378,Base,2023-11-06,Partner Y,Fuel,82.61,82,0,0.492
EDR_101270,Silver,2023-12-23,Partner X,Electronics,13.43,13,0,0.078
EDR_101462,Base,2023-10-26,Partner Y,Fuel,63.4,63,0,0.378
EDR_101112,Base,2023-09-10,Partner Y,Fuel,50.41,50,0,0.3
EDR_100971,Gold,2023-12-13,Partner Y,Fuel,58.02,58,0,0.348
EDR_101526,Base,2023-09-12,Partner X,Apparel,155.35,155,620,4.65
EDR_100392,Base,2024-05-14,Partner Y,Fuel,55.39,55,0,0.33
EDR_101743,Base,2023-06-13,Partner X,Electronics,90.04,90,0,0.54
EDR_101061,Gold,2023-10-05,Partner X,Electronics,132.32,132,0,0.792
EDR_101830,Gold,2023-06-30,Partner Y,Fuel,78.44,78,0,0.468
EDR_100223,Base,2024-04-04,Partner Y,Fuel,86.07,86,200,1.716
EDR_100187,Silver,2023-06-20,Partner Y,Fuel,118.62,118,200,1.908
EDR_100309,Base,2023-10-27,Partner Y,Fuel,63.04,63,0,0.378
EDR_100119,Silver,2023-12-21,Partner Y,Fuel,109.05,109,0,0.654
EDR_101474,Base,2023-08-21,Partner Y,Fuel,20.65,20,200,1.32
EDR_100607,Base,2023-09-24,Partner X,Home,104.74,104,416,3.12
EDR_100071,Base,2023-12-05,Partner Y,Fuel,76.25,76,200,1.656
EDR_100386,Base,2024-01-19,Partner Y,Fuel,60.1,60,0,0.36
EDR_101200,Silver,2024-03-15,Partner X,Electronics,8.86,8,32,0.24
EDR_101150,Silver,2023-12-07,Partner X,Electronics,170.13,170,0,1.02
EDR_100761,Base,2023-09-28,Partner Y,Fuel,64.04,64,0,0.384
EDR_100638,Base,2023-11-19,Partner Y,Fuel,62.83,62,200,1.572
EDR_100275,Silver,2023-09-26,Partner Y,Fuel,69.07,69,0,0.414
EDR_100910,Silver,2023-10-31,Partner X,Apparel,147.5,147,0,0.882
EDR_101351,Silver,2024-05-07,Partner Y,Fuel,102.53,102,200,1.812
EDR_100780,Silver,2023-08-29,Partner X,Apparel,130.9,130,0,0.78
EDR_101496,Silver,2023-09-14,Partner X,Electronics,5.0,5,0,0.03
EDR_100870,Base,2023-06-08,Partner X,Home,90.02,90,0,0.54
EDR_101117,Gold,2023-11-25,Partner Y,Fuel,70.02,70,0,0.42
EDR_100627,Silver,2023-11-17,Partner X,Apparel,53.4,53,0,0.318
EDR_101387,Base,2024-05-11,Partner X,Apparel,5.0,5,20,0.15
EDR_101024,Gold,2023-12-28,Partner Y,Fuel,128.12,128,0,0.768
EDR_101121,Gold,2023-11-18,Partner Y,Fuel,70.75,70,0,0.42
EDR_100071,Base,2024-05-07,Partner X,Home,139.77,139,0,0.834
EDR_100106,Base,2024-04-30,Partner Y,Fuel,132.81,132,0,0.792
EDR_100505,Base,2023-12-23,Partner X,Apparel,171.85,171,0,1.026
EDR_101430,Base,2023-10-01,Partner Y,Fuel,69.0,69,0,0.414
EDR_100191,Gold,2023-10-01,Partner X,Home,110.03,110,0,0.66
EDR_101968,Base,2024-03-31,Partner X,Electronics,108.32,108,432,3.24
EDR_101086,Silver,2024-01-25,Partner Y,Fuel,83.4,83,200,1.698
EDR_100667,Base,2024-04-21,Partner X,Apparel,54.27,54,0,0.324
EDR_101573,Gold,2024-01-11,Partner X,Apparel,152.76,152,608,4.56
EDR_101603,Base,2024-02-19,Partner Y,Fuel,60.93,60,200,1.56
EDR_100307,Base,2023-06-26,Partner Y,Fuel,60.48,60,200,1.56
EDR_101128,Base,2023-09-06,Partner Y,Fuel,57.79,57,0,0.342
EDR_100795,Gold,2023-07-25,Partner X,Home,43.24,43,0,0.258
EDR_101831,Silver,2024-05-03,Partner X,Electronics,36.7,36,0,0.216
EDR_100366,Gold,2024-01-31,Partner Y,Fuel,79.57,79,200,1.674
EDR_101310,Base,2024-01-18,Partner Y,Fuel,68.89,68,200,1.608
EDR_101602,Base,2023-07-01,Partner Y,Fuel,35.13,35,0,0.21
EDR_100629,Base,2024-03-27,Partner Y,Fuel,91.61,91,0,0.546
EDR_101234,Silver,2024-03-25,Partner X,Apparel,163.51,163,0,0.978
EDR_101306,Silver,2024-03-29,Partner Y,Fuel,80.11,80,200,1.68
EDR_101579,Silver,2023-12-12,Partner Y,Fuel,121.97,121,200,1.926
EDR_100350,Silver,2023-08-19,Partner Y,Fuel,113.39,113,0,0.678
EDR_101624,Base,2024-04-20,Partner Y,Fuel,57.34,57,0,0.342
EDR_101401,Base,2024-01-15,Partner X,Apparel,133.59,133,0,0.798
EDR_101504,Base,2023-12-09,Partner Y,Fuel,91.38,91,0,0.546
EDR_101166,Gold,2024-02-05,Partner Y,Fuel,104.51,104,0,0.624
EDR_100788,Base,2023-06-03,Partner Y,Fuel,44.38,44,0,0.264
EDR_101924,Silver,2024-02-25,Partner Y,Fuel,78.07,78,200,1.668
EDR_101987,Base,2023-09-24,Partner X,Home,162.91,162,0,0.972
EDR_100738,Base,2024-05-29,Partner Y,Fuel,132.41,132,0,0.792
EDR_100137,Silver,2023-10-22,Partner X,Apparel,133.19,133,0,0.798
EDR_100202,Base,2023-12-30,Partner X,Apparel,76.11,76,0,0.456
EDR_101220,Gold,2023-11-15,Partner X,Electronics,105.1,105,0,0.63
EDR_101472,Gold,2023-09-03,Partner Y,Fuel,86.8,86,0,0.516
EDR_100843,Gold,2023-10-13,Partner X,Home,107.27,107,0,0.642
EDR_101991,Base,2023-08-15,Partner X,Apparel,92.42,92,0,0.552
EDR_100614,Gold,2023-07-07,Partner X,Home,28.46,28,0,0.168
EDR_101518,Base,2023-09-11,Partner Y,Fuel,74.66,74,0,0.444
EDR_100110,Base,2023-06-23,Partner X,Apparel,233.26,233,0,1.398
EDR_101513,Base,2024-04-07,Partner Y,Fuel,91.83,91,0,0.546
EDR_100610,Base,2023-07-13,Partner X,Home,146.59,146,584,4.38
EDR_100528,Base,2024-05-30,Partner Y,Fuel,47.02,47,200,1.482
EDR_100365,Base,2024-03-19,Partner Y,Fuel,14.2,14,0,0.084
EDR_101468,Gold,2023-08-19,Partner X,Home,165.03,165,0,0.99
EDR_101015,Gold,2023-07-23,Partner X,Home,161.89,161,0,0.966
EDR_100569,Base,2024-01-11,Partner X,Electronics,89.41,89,0,0.534
EDR_101555,Base,2023-07-17,Partner Y,Fuel,85.86,85,0,0.51
EDR_101471,Silver,2024-03-28,Partner Y,Fuel,86.47,86,200,1.716
EDR_100012,Gold,2024-02-18,Partner X,Electronics,146.81,146,0,0.876
EDR_100574,Gold,2024-03-12,Partner X,Electronics,84.81,84,0,0.504
EDR_101635,Base,2024-04-23,Partner X,Home,133.45,133,532,3.99
EDR_101895,Silver,2023-08-02,Partner Y,Fuel,45.97,45,0,0.27
EDR_101088,Gold,2023-09-05,Partner X,Apparel,202.79,202,0,1.212
EDR_101151,Gold,2024-02-07,Partner Y,Fuel,62.41,62,0,0.372
EDR_100807,Gold,2024-04-18,Partner X,Home,77.5,77,0,0.462
EDR_100857,Base,2024-05-21,Partner Y,Fuel,131.28,131,0,0.786
EDR_100135,Base,2023-09-27,Partner Y,Fuel,89.03,89,200,1.734
EDR_100158,Base,2023-08-06,Partner X,Electronics,141.21,141,564,4.23
EDR_100370,Base,2024-01-06,Partner X,Home,104.64,104,0,0.624
EDR_100975,Base,2024-02-16,Partner X,Home,132.14,132,0,0.792
EDR_100732,Silver,2023-07-02,Partner X,Home,217.91,217,868,6.51
EDR_100172,Silver,2024-04-29,Partner X,Apparel,96.2,96,0,0.576
EDR_100005,Base,2023-12-17,Partner Y,Fuel,78.36,78,0,0.468
EDR_101806,Silver,2023-10-31,Partner Y,Fuel,41.95,41,200,1.446
EDR_101029,Gold,2023-07-20,Partner Y,Fuel,94.06,94,200,1.764
EDR_100446,Gold,2023-06-23,Partner X,Home,114.33,114,0,0.684
EDR_101924,Silver,2023-07-21,Partner Y,Fuel,95.49,95,0,0.57
EDR_100453,Gold,2023-08-27,Partner X,Home,101.38,101,0,0.606
EDR_100972,Silver,2023-09-25,Partner X,Home,61.86,61,0,0.366
EDR_101339,Base,2024-01-22,Partner Y,Fuel,117.06,117,0,0.702
EDR_101256,Base,2023-09-28,Partner X,Electronics,185.26,185,0,1.11
EDR_100124,Base,2024-02-18,Partner X,Apparel,147.04,147,0,0.882
EDR_100923,Silver,2023-07-27,Partner Y,Fuel,38.25,38,0,0.228
EDR_100367,Gold,2023-09-05,Partner X,Apparel,159.25,159,0,0.954
EDR_100605,Base,2024-05-09,Partner X,Electronics,172.02,172,0,1.032
EDR_101357,Base,2023-08-23,Partner X,Home,117.65,117,468,3.51
EDR_101237,Base,2023-07-31,Partner X,Electronics,116.25,116,0,0.696
EDR_101471,Silver,2023-12-23,Partner Y,Fuel,70.15,70,0,0.42
EDR_100240,Gold,2023-07-25,Partner X,Home,113.63,113,452,3.39
EDR_100186,Gold,2024-01-11,Partner Y,Fuel,57.52,57,0,0.342
EDR_101723,Base,2023-09-12,Partner X,Electronics,71.27,71,0,0.426
EDR_101497,Base,2023-09-01,Partner X,Electronics,58.83,58,232,1.74
EDR_101902,Silver,2024-05-28,Partner X,Home,176.07,176,0,1.056
EDR_100891,Gold,2023-06-26,Partner Y,Fuel,55.95,55,0,0.33
EDR_100464,Gold,2024-01-01,Partner Y,Fuel,77.28,77,0,0.462
EDR_100519,Base,2024-05-24,Partner X,Home,113.36,113,0,0.678
EDR_100075,Silver,2023-09-27,Partner X,Home,66.2,66,0,0.396
EDR_101805,Silver,2023-08-18,Partner Y,Fuel,106.04,106,200,1.836
EDR_100796,Gold,2023-11-12,Partner X,Electronics,142.18,142,0,0.852
EDR_101965,Silver,2024-02-10,Partner Y,Fuel,91.3,91,200,1.746
EDR_100026,Base,2023-07-03,Partner X,Apparel,48.84,48,0,0.288
EDR_100837,Base,2023-06-30,Partner X,Home,221.89,221,0,1.326
EDR_101891,Base,2024-01-31,Partner Y,Fuel,63.37,63,0,0.378
EDR_100470,Base,2023-08-13,Partner Y,Fuel,98.13,98,0,0.588
EDR_100533,Silver,2023-09-12,Partner Y,Fuel,56.55,56,200,1.536
EDR_100931,Gold,2024-02-07,Partner X,Electronics,138.3,138,552,4.14
EDR_101358,Base,2023-08-22,Partner X,Apparel,71.94,71,0,0.426
EDR_101073,Base,2023-11-23,Partner Y,Fuel,88.21,88,0,0.528
EDR_100277,Silver,2023-10-22,Partner Y,Fuel,75.66,75,0,0.45
EDR_101323,Base,2023-09-10,Partner Y,Fuel,83.63,83,0,0.498
EDR_100579,Base,2024-05-11,Partner X,Home,92.05,92,0,0.552
EDR_100383,Gold,2024-02-10,Partner X,Apparel,255.94,255,1020,7.65
EDR_100287,Silver,2023-07-12,Partner Y,Fuel,87.91,87,0,0.522
EDR_101161,Base,2024-01-17,Partner Y,Fuel,123.49,123,0,0.738
EDR_100015,Base,2024-01-07,Partner Y,Fuel,112.65,112,0,0.672
EDR_100926,Base,2024-05-02,Partner X,Apparel,153.34,153,0,0.918
EDR_101744,Base,2023-11-02,Partner X,Electronics,265.76,265,1060,7.95
EDR_100320,Silver,2023-06-12,Partner X,Apparel,73.64,73,292,2.19
EDR_101131,Base,2023-08-21,Partner X,Home,169.81,169,0,1.014
EDR_100817,Base,2023-12-21,Partner X,Electronics,92.81,92,0,0.552
EDR_100880,Base,2023-09-13,Partner Y,Fuel,107.37,107,0,0.642
EDR_100655,Base,2023-09-08,Partner Y,Fuel,41.99,41,0,0.246
EDR_101816,Base,2023-06-30,Partner Y,Fuel,130.69,130,0,0.78
EDR_100443,Base,2023-11-12,Partner Y,Fuel,100.47,100,200,1.8
EDR_100553,Silver,2023-11-29,Partner X,Apparel,41.02,41,0,0.246
EDR_101260,Base,2023-09-25,Partner Y,Fuel,94.25,94,0,0.564
EDR_100335,Base,2024-01-18,Partner Y,Fuel,67.64,67,0,0.402
EDR_101624,Base,2023-09-22,Partner Y,Fuel,60.0,60,0,0.36
EDR_100521,Base,2024-03-04,Partner Y,Fuel,79.07,79,200,1.674
EDR_101711,Base,2023-11-15,Partner Y,Fuel,123.23,123,0,0.738
EDR_101699,Silver,2024-05-20,Partner Y,Fuel,82.62,82,0,0.492
EDR_101409,Gold,2023-08-06,Partner X,Apparel,131.08,131,0,0.786
EDR_100279,Silver,2024-01-02,Partner X,Home,176.27,176,0,1.056
EDR_101892,Gold,2023-06-25,Partner Y,Fuel,91.59,91,200,1.746
EDR_101173,Base,2024-03-16,Partner Y,Fuel,76.82,76,200,1.656
EDR_101708,Silver,2024-03-26,Partner Y,Fuel,107.03,107,200,1.842
EDR_100439,Base,2023-06-08,Partner X,Apparel,162.11,162,648,4.86
EDR_100147,Silver,2023-09-25,Partner Y,Fuel,46.53,46,200,1.476
EDR_101423,Base,2023-06-18,Partner X,Apparel,150.43,150,0,0.9
EDR_101127,Base,2023-10-08,Partner X,Home,86.14,86,0,0.516
EDR_101360,Gold,2024-04-03,Partner X,Electronics,115.73,115,0,0.69
EDR_101734,Base,2024-01-07,Partner Y,Fuel,66.0,66,0,0.396
EDR_100615,Gold,2024-03-08,Partner Y,Fuel,92.18,92,200,1.752
EDR_100846,Base,2023-06-21,Partner X,Apparel,50.87,50,0,0.3
EDR_100799,Gold,2024-05-14,Partner Y,Fuel,89.45,89,200,1.734
EDR_101747,Base,2023-10-19,Partner X,Apparel,68.3,68,0,0.408
EDR_101813,Base,2024-02-27,Partner Y,Fuel,85.75,85,0,0.51
EDR_100507,Gold,2023-12-28,Partner X,Apparel,93.82,93,0,0.558
EDR_100607,Base,2024-03-03,Partner X,Electronics,5.0,5,20,0.15
EDR_101367,Gold,2023-10-31,Partner X,Apparel,114.58,114,0,0.684
EDR_101460,Base,2023-06-25,Partner X,Apparel,178.64,178,0,1.068
EDR_101948,Base,2024-01-29,Partner Y,Fuel,56.17,56,0,0.336
EDR_100130,Base,2024-05-12,Partner Y,Fuel,113.43,113,0,0.678
EDR_101498,Base,2023-11-11,Partner Y,Fuel,112.52,112,200,1.872
EDR_101795,Base,2024-02-21,Partner X,Home,183.68,183,732,5.49
EDR_100986,Silver,2024-05-18,Partner X,Electronics,92.43,92,0,0.552
EDR_101877,Silver,2024-05-14,Partner X,Electronics,15.71,15,0,0.09
EDR_101223,Gold,2023-09-01,Partner Y,Fuel,39.84,39,0,0.234
EDR_101100,Base,2024-02-06,Partner Y,Fuel,89.89,89,200,1.734
EDR_100439,Base,2023-10-21,Partner X,Electronics,118.56,118,0,0.708
EDR_101802,Base,2023-06-14,Partner Y,Fuel,96.03,96,0,0.576
EDR_101546,Gold,2023-08-21,Partner Y,Fuel,41.09,41,0,0.246
EDR_101907,Base,2024-01-13,Partner Y,Fuel,89.47,89,0,0.534
EDR_101243,Gold,2023-08-04,Partner X,Electronics,140.7,140,0,0.84
EDR_100375,Base,2023-09-05,Partner X,Electronics,197.19,197,788,5.91
EDR_101347,Base,2023-10-06,Partner X,Home,78.04,78,312,2.34
EDR_101444,Gold,2024-03-29,Partner Y,Fuel,114.06,114,200,1.884
EDR_100719,Silver,2024-05-13,Partner X,Apparel,165.97,165,0,0.99
EDR_101653,Base,2023-09-17,Partner Y,Fuel,110.26,110,0,0.66
EDR_100304,Silver,2023-09-27,Partner X,Home,61.29,61,0,0.366
EDR_100428,Base,2023-12-19,Partner X,Home,32.93,32,0,0.192
EDR_100366,Gold,2023-06-04,Partner X,Home,111.53,111,0,0.666
EDR_100781,Silver,2024-03-15,Partner Y,Fuel,118.51,118,0,0.708
EDR_100347,Base,2024-04-04,Partner X,Electronics,5.0,5,0,0.03
EDR_100078,Base,2024-01-22,Partner Y,Fuel,67.85,67,200,1.602
EDR_100946,Base,2023-06-12,Partner Y,Fuel,124.59,124,0,0.744
EDR_100243,Base,2023-06-13,Partner Y,Fuel,57.06,57,0,0.342
EDR_101110,Gold,2023-09-23,Partner X,Home,81.03,81,0,0.486
EDR_100329,Base,2023-11-30,Partner Y,Fuel,95.26,95,0,0.57
EDR_101519,Gold,2023-06-16,Partner X,Home,19.04,19,0,0.114
EDR_100948,Gold,2024-04-21,Partner Y,Fuel,59.4,59,0,0.354
EDR_100912,Silver,2023-11-07,Partner Y,Fuel,139.13,139,200,2.034
EDR_100290,Base,2024-05-10,Partner Y,Fuel,114.76,114,0,0.684
EDR_100291,Base,2023-07-06,Partner Y,Fuel,134.72,134,0,0.804
EDR_100376,Gold,2023-10-17,Partner Y,Fuel,93.35,93,0,0.558
EDR_101436,Base,2023-08-15,Partner Y,Fuel,111.55,111,0,0.666
EDR_100420,Silver,2023-09-07,Partner X,Electronics,130.05,130,520,3.9
EDR_101967,Base,2024-05-15,Partner X,Apparel,256.29,256,1024,7.68
EDR_101553,Gold,2024-06-01,Partner Y,Fuel,74.89,74,0,0.444
EDR_101478,Silver,2023-12-01,Partner X,Apparel,61.01,61,0,0.366
EDR_101687,Base,2023-11-04,Partner Y,Fuel,44.53,44,0,0.264
EDR_101937,Gold,2023-10-27,Partner X,Home,131.21,131,0,0.786
EDR_101252,Base,2023-12-24,Partner Y,Fuel,96.82,96,200,1.776
EDR_100154,Gold,2023-09-19,Partner X,Apparel,141.63,141,0,0.846
EDR_100769,Gold,2023-09-13,Partner Y,Fuel,48.18,48,0,0.288
EDR_100171,Base,2024-01-07,Partner Y,Fuel,79.49,79,0,0.474
EDR_100421,Silver,2023-09-30,Partner X,Home,104.12,104,0,0.624
EDR_101978,Gold,2023-12-08,Partner X,Home,37.56,37,0,0.222
EDR_101121,Gold,2023-11-15,Partner X,Home,103.86,103,0,0.618
EDR_100382,Silver,2023-12-30,Partner Y,Fuel,24.15,24,0,0.144
EDR_101786,Silver,2023-09-25,Partner Y,Fuel,47.24,47,200,1.482
EDR_101702,Base,2024-05-18,Partner Y,Fuel,79.16,79,0,0.474
EDR_100953,Gold,2023-06-27,Partner X,Home,117.55,117,0,0.702
EDR_100726,Base,2023-09-27,Partner X,Home,167.47,167,0,1.002
EDR_100889,Base,2024-02-10,Partner X,Electronics,89.5,89,0,0.534
EDR_101902,Silver,2024-03-06,Partner X,Electronics,68.46,68,0,0.408
EDR_101419,Gold,2023-12-01,Partner X,Home,168.81,168,0,1.008
EDR_101170,Silver,2024-02-11,Partner X,Electronics,113.02,113,0,0.678
EDR_100450,Silver,2023-10-02,Partner X,Electronics,36.46,36,0,0.216
EDR_101218,Silver,2023-09-26,Partner Y,Fuel,68.81,68,0,0.408
EDR_100326,Silver,2023-11-07,Partner X,Electronics,72.11,72,0,0.432
EDR_101448,Gold,2024-03-31,Partner Y,Fuel,137.59,137,0,0.822
EDR_101514,Base,2024-01-24,Partner Y,Fuel,99.91,99,200,1.794
EDR_100951,Silver,2024-03-02,Partner X,Apparel,158.71,158,0,0.948
EDR_100419,Silver,2023-10-12,Partner X,Electronics,164.7,164,656,4.92
EDR_100964,Base,2023-07-15,Partner X,Apparel,99.97,99,0,0.594
EDR_100657,Base,2024-05-02,Partner X,Electronics,59.26,59,0,0.354
EDR_100178,Gold,2023-09-21,Partner Y,Fuel,77.45,77,0,0.462
EDR_100467,Gold,2023-12-12,Partner Y,Fuel,19.92,19,0,0.114
EDR_100813,Gold,2024-02-22,Partner X,Home,151.74,151,0,0.906
EDR_100428,Base,2024-01-06,Partner X,Apparel,123.42,123,0,0.738
EDR_101141,Base,2024-04-25,Partner Y,Fuel,100.52,100,0,0.6
EDR_101393,Silver,2024-03-07,Partner X,Electronics,182.41,182,0,1.092
EDR_100972,Silver,2023-06-09,Partner Y,Fuel,121.66,121,200,1.926
EDR_100998,Gold,2023-08-13,Partner X,Home,196.22,196,784,5.88
EDR_100373,Silver,2023-08-03,Partner X,Apparel,201.95,201,0,1.206
EDR_101463,Silver,2023-09-04,Partner Y,Fuel,103.62,103,0,0.618
EDR_100075,Silver,2023-07-17,Partner X,Electronics,143.51,143,0,0.858
EDR_101149,Gold,2023-10-27,Partner X,Apparel,5.0,5,0,0.03
EDR_101633,Silver,2023-11-10,Partner X,Electronics,238.11,238,0,1.428
EDR_101019,Base,2024-02-05,Partner Y,Fuel,73.7,73,0,0.438
EDR_100539,Base,2023-11-19,Partner Y,Fuel,41.75,41,0,0.246
EDR_101512,Gold,2023-12-03,Partner X,Home,233.0,233,0,1.398
EDR_100063,Base,2023-06-09,Partner X,Electronics,164.13,164,656,4.92
EDR_101681,Gold,2023-07-26,Partner X,Electronics,219.51,219,0,1.314
EDR_100312,Base,2024-01-06,Partner X,Electronics,56.2,56,0,0.336
EDR_101326,Base,2023-06-06,Partner Y,Fuel,67.14,67,0,0.402
EDR_101158,Gold,2024-05-20,Partner Y,Fuel,86.17,86,0,0.516
EDR_100244,Base,2024-02-06,Partner X,Apparel,113.57,113,0,0.678
EDR_101113,Silver,2024-05-10,Partner Y,Fuel,78.45,78,0,0.468
EDR_100100,Base,2024-04-04,Partner Y,Fuel,146.04,146,0,0.876
EDR_101424,Gold,2023-11-13,Partner Y,Fuel,38.81,38,0,0.228
EDR_100133,Base,2023-11-18,Partner X,Apparel,127.17,127,0,0.762
EDR_100901,Base,2024-02-15,Partner X,Electronics,158.43,158,0,0.948
EDR_101378,Base,2024-04-22,Partner X,Electronics,127.38,127,0,0.762
EDR_101264,Base,2024-05-09,Partner Y,Fuel,99.49,99,200,1.794
EDR_100152,Base,2023-09-05,Partner X,Apparel,5.0,5,20,0.15
EDR_100490,Base,2023-08-20,Partner Y,Fuel,90.61,90,200,1.74
EDR_100722,Base,2024-02-03,Partner X,Home,174.24,174,696,5.22
EDR_101664,Gold,2024-04-23,Partner Y,Fuel,70.7,70,0,0.42
